date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:39:16	9415/9415	---M--	200	added ('OK')	application/x-javascript	etag:%2224c7-5986e9e37f9c5%22	https://myungjeejung.com/wp-content/plugins/wen-skill-charts/public/js/jquery.easypiechart.js?ver=WEN%20Skill%20Charts	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/plugins/wen-skill-charts/public/js/jquery.easypiechart563b.js	(from https://myungjeejung.com/)
20:39:17	434/434	---M--	200	added ('OK')	application/x-javascript	etag:%221b2-5986e9e37f9c5%22	https://myungjeejung.com/wp-content/plugins/wen-skill-charts/public/js/wen-skill-charts-public.js?ver=WEN%20Skill%20Charts	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/plugins/wen-skill-charts/public/js/wen-skill-charts-public563b.js	(from https://myungjeejung.com/)
20:39:18	2877/2877	---M--	200	added ('OK')	application/x-javascript	etag:%22b3d-5986ea377384c%22	https://myungjeejung.com/wp-content/plugins/skt-skill-bar/skill_bar/bar/jquery.appear.js?ver=5.5.3	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/plugins/skt-skill-bar/skill_bar/bar/jquery.appear5697.js	(from https://myungjeejung.com/)
20:39:19	3847/3847	---MC-	200	added ('OK')	application/json	date:Mon,%2023%20Nov%202020%2011:39:18%20GMT	https://myungjeejung.com/wp-json/wp/v2/pages/17	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-json/wp/v2/pages/17.json	(from https://myungjeejung.com/)
20:39:19	76068/76068	---MC-	200	added ('OK')	application/json	date:Mon,%2023%20Nov%202020%2011:39:18%20GMT	https://myungjeejung.com/wp-json/	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-json/index.html	(from https://myungjeejung.com/)
20:39:19	810/810	---MC-	200	added ('OK')	text/xml	date:Mon,%2023%20Nov%202020%2011:39:19%20GMT	https://myungjeejung.com/xmlrpc.php?rsd	D:/MyWebsite/MyauHomepage/myungjeejung.com/xmlrpc0db0.php	(from https://myungjeejung.com/)
20:39:20	1045/1045	---M--	200	added ('OK')	application/xml	etag:%22415-4ed5052f81800%22	https://myungjeejung.com/wp-includes/wlwmanifest.xml	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-includes/wlwmanifest.xml	(from https://myungjeejung.com/)
20:39:21	2262/2262	---MC-	200	added ('OK')	application/json	date:Mon,%2023%20Nov%202020%2011:39:20%20GMT	https://myungjeejung.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmyungjeejung.com%2F	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-json/oembed/1.0/embeda4cb.json	(from https://myungjeejung.com/)
20:39:22	2654/2654	---MC-	200	added ('OK')	text/xml	date:Mon,%2023%20Nov%202020%2011:39:22%20GMT	https://myungjeejung.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmyungjeejung.com%2F&format=xml	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-json/oembed/1.0/embed335f	(from https://myungjeejung.com/)
20:39:23	886/886	---M--	200	added ('OK')	image/png	etag:%22376-598855e9565bc%22	https://myungjeejung.com/wp-content/uploads/2019/11/cropped-profile-1-1-32x32.png	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2019/11/cropped-profile-1-1-32x32.png	(from https://myungjeejung.com/)
20:39:23	7655/7655	---M--	200	added ('OK')	image/png	etag:%221de7-598855e94e0eb%22	https://myungjeejung.com/wp-content/uploads/2019/11/cropped-profile-1-1-192x192.png	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2019/11/cropped-profile-1-1-192x192.png	(from https://myungjeejung.com/)
20:39:24	7116/7116	---M--	200	added ('OK')	image/png	etag:%221bcc-598855e954e4c%22	https://myungjeejung.com/wp-content/uploads/2019/11/cropped-profile-1-1-180x180.png	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2019/11/cropped-profile-1-1-180x180.png	(from https://myungjeejung.com/)
20:39:25	87565/87565	---M--	200	added ('OK')	image/png	etag:%221560d-5986f438eb74d%22	https://myungjeejung.com/wp-content/uploads/2019/11/cropped-default-3.png	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2019/11/cropped-default-3.png	(from https://myungjeejung.com/)
20:39:27	87844/87844	---M--	200	added ('OK')	image/jpeg	etag:%2215724-598822642ff6f%22	https://myungjeejung.com/wp-content/uploads/2019/11/%eb%8f%85%ec%96%b4%eb%8f%85%eb%ac%b8%ed%95%99%ea%b3%bc_%ec%a0%95%eb%aa%85%ec%a7%80_2010313138_A6_%ec%a6%9d%eb%aa%85-731x1024.jpg	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2019/11/%eb%8f%85%ec%96%b4%eb%8f%85%eb%ac%b8%ed%95%99%ea%b3%bc_%ec%a0%95%eb%aa%85%ec%a7%80_2010313138_A6_%ec%a6%9d%eb%aa%85-731x1024.jpg	(from https://myungjeejung.com/)
20:39:27	86702/86702	---MCZ	200	added ('OK')	text/html	etag:%222c50286a299b5c7994325148132d31b5%22	https://myungjeejung.com/portfolio/	D:/MyWebsite/MyauHomepage/myungjeejung.com/portfolio/index.html	(from https://myungjeejung.com/)
20:39:27	59388/59388	---MCZ	200	added ('OK')	text/html	etag:%2249f5bcfb808b3f4a46f8db00a860520d%22	https://myungjeejung.com/about/	D:/MyWebsite/MyauHomepage/myungjeejung.com/about/index.html	(from https://myungjeejung.com/)
20:39:27	74886/74886	---MCZ	200	added ('OK')	text/html	etag:%221d6ef5129d8e6399c2262d866712861f%22	https://myungjeejung.com/hobby/	D:/MyWebsite/MyauHomepage/myungjeejung.com/hobby/index.html	(from https://myungjeejung.com/)
20:39:28	56104/56104	---M--	200	added ('OK')	image/png	etag:%22db28-5b4c44a48920f%22	https://myungjeejung.com/wp-content/uploads/2020/11/skillset-618x1024.png	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2020/11/skillset-618x1024.png	(from https://myungjeejung.com/)
20:39:29	24771/24771	---M--	200	added ('OK')	image/png	etag:%2260c3-59882a998b4ce%22	https://myungjeejung.com/wp-content/uploads/2019/11/logoSept2018-1024x271.png	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2019/11/logoSept2018-1024x271.png	(from https://myungjeejung.com/)
20:39:31	498887/498887	---M--	200	added ('OK')	image/png	etag:%2279cc7-598e399e419e4%22	https://myungjeejung.com/wp-content/uploads/2019/12/Screenshot-94.png	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2019/12/Screenshot-94.png	(from https://myungjeejung.com/)
20:39:31	450729/450729	---M--	200	added ('OK')	image/png	etag:%226e0a9-598e39ae69738%22	https://myungjeejung.com/wp-content/uploads/2019/12/LibraryPrototype04-1-1024x814.png	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2019/12/LibraryPrototype04-1-1024x814.png	(from https://myungjeejung.com/)
20:39:33	941289/941289	---M--	200	added ('OK')	image/png	etag:%22e5ce9-598e39d6f2a1d%22	https://myungjeejung.com/wp-content/uploads/2019/12/Screenshot-36-988x1024.png	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2019/12/Screenshot-36-988x1024.png	(from https://myungjeejung.com/)
20:39:33	514846/514846	---M--	200	added ('OK')	image/png	etag:%227db1e-598e3bb894816%22	https://myungjeejung.com/wp-content/uploads/2019/12/Screenshot-78-1024x734.png	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2019/12/Screenshot-78-1024x734.png	(from https://myungjeejung.com/)
20:39:34	181350/181350	---M--	200	added ('OK')	image/png	etag:%222c466-598e3cbf1c85f%22	https://myungjeejung.com/wp-content/uploads/2019/12/unnamed.png	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2019/12/unnamed.png	(from https://myungjeejung.com/)
20:39:34	611988/611988	---M--	200	added ('OK')	image/png	etag:%2295694-598e3bf24dede%22	https://myungjeejung.com/wp-content/uploads/2019/12/Screenshot-118-1024x694.png	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2019/12/Screenshot-118-1024x694.png	(from https://myungjeejung.com/)
20:39:34	71583/71583	---M--	200	added ('OK')	image/png	etag:%221179f-598e4026c8f7e%22	https://myungjeejung.com/wp-content/uploads/2019/12/pastedImage0-1.png	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2019/12/pastedImage0-1.png	(from https://myungjeejung.com/)
20:39:35	191672/191672	---M--	200	added ('OK')	image/png	etag:%222ecb8-598e40281d8d4%22	https://myungjeejung.com/wp-content/uploads/2019/12/pastedImage0.png	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2019/12/pastedImage0.png	(from https://myungjeejung.com/)
20:39:36	198546/198546	---M--	200	added ('OK')	image/png	etag:%2230792-598e3de8e8152%22	https://myungjeejung.com/wp-content/uploads/2019/12/01_Intro02-724x1024.png	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2019/12/01_Intro02-724x1024.png	(from https://myungjeejung.com/)
20:39:37	233334/233334	---M--	200	added ('OK')	image/png	etag:%2238f76-598e3dfd06961%22	https://myungjeejung.com/wp-content/uploads/2019/12/02_Controller01-1-724x1024.png	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2019/12/02_Controller01-1-724x1024.png	(from https://myungjeejung.com/)
20:39:38	248130/248130	---M--	200	added ('OK')	image/png	etag:%223c942-598e3e1de3db5%22	https://myungjeejung.com/wp-content/uploads/2019/12/07_Screen-724x1024.png	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2019/12/07_Screen-724x1024.png	(from https://myungjeejung.com/)
20:39:38	126816/126816	---M--	200	added ('OK')	image/png	etag:%221ef60-598e3e2b97420%22	https://myungjeejung.com/wp-content/uploads/2019/12/08_Teacher-724x1024.png	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2019/12/08_Teacher-724x1024.png	(from https://myungjeejung.com/)
20:39:39	252166/252166	---M--	200	added ('OK')	image/png	etag:%223d906-598e3e491ebff%22	https://myungjeejung.com/wp-content/uploads/2019/12/01_Intro03-1-724x1024.png	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2019/12/01_Intro03-1-724x1024.png	(from https://myungjeejung.com/)
20:39:40	231189/231189	---M--	200	added ('OK')	image/png	etag:%2238715-598e3e9fb3c97%22	https://myungjeejung.com/wp-content/uploads/2019/12/DuplicateLibrarySnapping01-724x1024.png	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2019/12/DuplicateLibrarySnapping01-724x1024.png	(from https://myungjeejung.com/)
20:39:41	273802/273802	---M--	200	added ('OK')	image/png	etag:%2242d8a-598e3eacbff2b%22	https://myungjeejung.com/wp-content/uploads/2019/12/DuplicateLibrarySnapping02-724x1024.png	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2019/12/DuplicateLibrarySnapping02-724x1024.png	(from https://myungjeejung.com/)
20:39:42	326273/326273	---M--	200	added ('OK')	image/png	etag:%224fa81-598e408175e0a%22	https://myungjeejung.com/wp-content/uploads/2019/12/Cranev2.0-724x1024.png	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2019/12/Cranev2.0-724x1024.png	(from https://myungjeejung.com/)
20:39:43	390501/390501	---M--	200	added ('OK')	image/png	etag:%225f565-598e40a064436%22	https://myungjeejung.com/wp-content/uploads/2019/12/LibraryRotation01-724x1024.png	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2019/12/LibraryRotation01-724x1024.png	(from https://myungjeejung.com/)
20:39:43	292762/292762	---M--	200	added ('OK')	image/png	etag:%224779a-598e3dbe19d5a%22	https://myungjeejung.com/wp-content/uploads/2019/12/AssemblyDragUpMaps-1024x724.png	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2019/12/AssemblyDragUpMaps-1024x724.png	(from https://myungjeejung.com/)
20:39:43	99934/99934	---M--	200	added ('OK')	image/jpeg	etag:%221865e-59962eef44911%22	https://myungjeejung.com/wp-content/uploads/2019/12/IMG_20191211_014004_576-1024x768.jpg	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2019/12/IMG_20191211_014004_576-1024x768.jpg	(from https://myungjeejung.com/)
20:39:44	58243/58243	---M--	200	added ('OK')	image/jpeg	etag:%22e383-59962eec64b5f%22	https://myungjeejung.com/wp-content/uploads/2019/12/IMG_20191211_013924_331-1024x576.jpg	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2019/12/IMG_20191211_013924_331-1024x576.jpg	(from https://myungjeejung.com/)
20:39:44	40357/40357	---M--	200	added ('OK')	image/png	etag:%229da5-5989620163e18%22	https://myungjeejung.com/wp-content/uploads/2019/11/Screenshot-32.png	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2019/11/Screenshot-32.png	(from https://myungjeejung.com/)
20:39:45	41303/41303	---M--	200	added ('OK')	image/png	etag:%22a157-598962024190b%22	https://myungjeejung.com/wp-content/uploads/2019/11/Screenshot-33.png	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2019/11/Screenshot-33.png	(from https://myungjeejung.com/)
20:39:46	26670/26670	---M--	200	added ('OK')	image/png	etag:%22682e-598962031210d%22	https://myungjeejung.com/wp-content/uploads/2019/11/Screenshot-34.png	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2019/11/Screenshot-34.png	(from https://myungjeejung.com/)
20:39:47	63701/63701	---M--	200	added ('OK')	image/png	etag:%22f8d5-598962045e1aa%22	https://myungjeejung.com/wp-content/uploads/2019/11/Screenshot-35-1024x571.png	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2019/11/Screenshot-35-1024x571.png	(from https://myungjeejung.com/)
20:39:48	54708/54708	---M--	200	added ('OK')	image/png	etag:%22d5b4-5989620508849%22	https://myungjeejung.com/wp-content/uploads/2019/11/Screenshot-36.png	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2019/11/Screenshot-36.png	(from https://myungjeejung.com/)
20:39:48	44660/44660	---M--	200	added ('OK')	image/png	etag:%22ae74-59896205c5f9a%22	https://myungjeejung.com/wp-content/uploads/2019/11/Screenshot-37.png	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2019/11/Screenshot-37.png	(from https://myungjeejung.com/)
20:39:49	27631/27631	---M--	200	added ('OK')	image/png	etag:%226bef-59896206646d0%22	https://myungjeejung.com/wp-content/uploads/2019/11/Screenshot-38.png	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2019/11/Screenshot-38.png	(from https://myungjeejung.com/)
20:39:50	49266/49266	---M--	200	added ('OK')	image/png	etag:%22c072-598962081ae96%22	https://myungjeejung.com/wp-content/uploads/2019/11/Screenshot-41.png	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2019/11/Screenshot-41.png	(from https://myungjeejung.com/)
20:39:51	33814/33814	---M--	200	added ('OK')	image/png	etag:%228416-59896206f301c%22	https://myungjeejung.com/wp-content/uploads/2019/11/Screenshot-39.png	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2019/11/Screenshot-39.png	(from https://myungjeejung.com/)
20:39:52	63604/63604	---M--	200	added ('OK')	image/png	etag:%22f874-5989620781581%22	https://myungjeejung.com/wp-content/uploads/2019/11/Screenshot-40.png	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2019/11/Screenshot-40.png	(from https://myungjeejung.com/)
20:39:53	268671/268671	---M--	200	added ('OK')	image/png	etag:%224197f-599623c6bee0e%22	https://myungjeejung.com/wp-content/uploads/2019/12/v7x7Co.png	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2019/12/v7x7Co.png	(from https://myungjeejung.com/)
20:39:53	119208/119208	---M--	200	added ('OK')	image/jpeg	etag:%221d1a8-5986f84fbc9f2%22	https://myungjeejung.com/wp-content/uploads/2019/11/EG3xyQTXYAEBi1n-809x1024.jpg	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2019/11/EG3xyQTXYAEBi1n-809x1024.jpg	(from https://myungjeejung.com/)
20:39:53	13013/13013	---M--	200	added ('OK')	image/jpeg	etag:%2232d5-5986fc2de2bfd%22	https://myungjeejung.com/wp-content/uploads/2019/11/blue_1-myungjee-410x1024.jpg	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2019/11/blue_1-myungjee-410x1024.jpg	(from https://myungjeejung.com/)
20:39:55	145155/145155	---M--	200	added ('OK')	image/jpeg	etag:%2223703-598966d250748%22	https://myungjeejung.com/wp-content/uploads/2019/11/20191130_213756-717x1024.jpg	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2019/11/20191130_213756-717x1024.jpg	(from https://myungjeejung.com/)
20:39:56	161440/161440	---M--	200	added ('OK')	image/jpeg	etag:%22276a0-598966e13e8ef%22	https://myungjeejung.com/wp-content/uploads/2019/11/20191130_213821-1024x700.jpg	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2019/11/20191130_213821-1024x700.jpg	(from https://myungjeejung.com/)
20:39:57	583400/583400	---M--	200	added ('OK')	image/png	etag:%228e6e8-598e3d5c829ed%22	https://myungjeejung.com/wp-content/uploads/2019/12/Ipad01-1.png	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2019/12/Ipad01-1.png	(from https://myungjeejung.com/)
20:39:57	107356/107356	---M--	200	added ('OK')	image/png	etag:%221a35c-5986f9130faa1%22	https://myungjeejung.com/wp-content/uploads/2019/11/%ed%83%9c%ea%b9%b92.png	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2019/11/%ed%83%9c%ea%b9%b92.png	(from https://myungjeejung.com/)
20:39:59	154315/154315	---M--	200	added ('OK')	image/jpeg	etag:%2225acb-5986f853d6348%22	https://myungjeejung.com/wp-content/uploads/2019/11/%eb%b0%95%ed%83%9c%ed%9e%88.jpg	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2019/11/%eb%b0%95%ed%83%9c%ed%9e%88.jpg	(from https://myungjeejung.com/)
20:39:59	245610/245610	---M--	200	added ('OK')	image/png	etag:%223bf6a-598e3a2ba53cc%22	https://myungjeejung.com/wp-content/uploads/2019/12/Screenshot-415.png	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2019/12/Screenshot-415.png	(from https://myungjeejung.com/)
20:40:00	426412/426412	---M--	200	added ('OK')	image/jpeg	etag:%22681ac-5986f85270880%22	https://myungjeejung.com/wp-content/uploads/2019/11/scan_myungjee.jpg	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2019/11/scan_myungjee.jpg	(from https://myungjeejung.com/)
20:40:01	62671/62671	---M--	200	added ('OK')	image/jpeg	etag:%22f4cf-5986f7c30a808%22	https://myungjeejung.com/wp-content/uploads/2019/11/EDQAZgwXoAI4Gz2-1024x683.jpg	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2019/11/EDQAZgwXoAI4Gz2-1024x683.jpg	(from https://myungjeejung.com/)
20:40:01	595604/595604	---M--	200	added ('OK')	image/png	etag:%2291694-5986f910379f1%22	https://myungjeejung.com/wp-content/uploads/2019/11/%eb%8b%a4%ec%9a%b4%eb%a1%9c%eb%93%9c.png	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2019/11/%eb%8b%a4%ec%9a%b4%eb%a1%9c%eb%93%9c.png	(from https://myungjeejung.com/)
20:40:01	56531/56531	---M--	200	added ('OK')	image/jpeg	etag:%22dcd3-5986f7b785b51%22	https://myungjeejung.com/wp-content/uploads/2019/11/EDQABVhW4AEuM1O-1024x683.jpg	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2019/11/EDQABVhW4AEuM1O-1024x683.jpg	(from https://myungjeejung.com/)
20:40:03	135337/135337	---M--	200	added ('OK')	image/jpeg	etag:%22210a9-5986f7acb0b29%22	https://myungjeejung.com/wp-content/uploads/2019/11/EDQABVeXUAU5Wcz-1024x683.jpg	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2019/11/EDQABVeXUAU5Wcz-1024x683.jpg	(from https://myungjeejung.com/)
20:40:03	45884/45884	---M--	200	added ('OK')	image/jpeg	etag:%22b33c-5986f7c7d5946%22	https://myungjeejung.com/wp-content/uploads/2019/11/EDQAZgxW4AA0ZxG.jpg	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2019/11/EDQAZgxW4AA0ZxG.jpg	(from https://myungjeejung.com/)
20:40:03	47015/47015	---M--	200	added ('OK')	image/jpeg	etag:%22b7a7-5986f7a034d3c%22	https://myungjeejung.com/wp-content/uploads/2019/11/EDQABVeXoAAKNb0-683x1024.jpg	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2019/11/EDQABVeXoAAKNb0-683x1024.jpg	(from https://myungjeejung.com/)
20:40:04	60915/60915	---M--	200	added ('OK')	image/jpeg	etag:%22edf3-5986f7cef5981%22	https://myungjeejung.com/wp-content/uploads/2019/11/EDQAZgxWwAAdhuV-683x1024.jpg	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2019/11/EDQAZgxWwAAdhuV-683x1024.jpg	(from https://myungjeejung.com/)
20:40:05	74445/74445	---M--	200	added ('OK')	image/jpeg	etag:%22122cd-5986f7dabe817%22	https://myungjeejung.com/wp-content/uploads/2019/11/EDQCLlaXkAA3yea-1024x683.jpg	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2019/11/EDQCLlaXkAA3yea-1024x683.jpg	(from https://myungjeejung.com/)
20:40:06	122721/122721	---M--	200	added ('OK')	image/jpeg	etag:%221df61-5986f7e6e0494%22	https://myungjeejung.com/wp-content/uploads/2019/11/EDQCLlbXsAAypNE-1024x683.jpg	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2019/11/EDQCLlbXsAAypNE-1024x683.jpg	(from https://myungjeejung.com/)
20:40:07	97925/97925	---M--	200	added ('OK')	image/jpeg	etag:%2217e85-5986f7f2dfa47%22	https://myungjeejung.com/wp-content/uploads/2019/11/EDQDjZzX4AEI32A-2-1024x683.jpg	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2019/11/EDQDjZzX4AEI32A-2-1024x683.jpg	(from https://myungjeejung.com/)
20:40:09	714/714	---M--	200	added ('OK')	application/x-javascript	etag:%222ca-5b4c4519328b7%22	https://myungjeejung.com/wp-content/themes/twentyseventeen/assets/js/skip-link-focus-fix.js?ver=20161114	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/themes/twentyseventeen/assets/js/skip-link-focus-fixb448.js	(from https://myungjeejung.com/)
20:40:09	3863/3863	---M--	200	added ('OK')	application/x-javascript	etag:%22f17-5b4c4519324cf%22	https://myungjeejung.com/wp-content/themes/twentyseventeen/assets/js/navigation.js?ver=20161203	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/themes/twentyseventeen/assets/js/navigation6877.js	(from https://myungjeejung.com/)
